date,open,high,low,close,adj close,volume,Name
01-01-2015,325.402405,335.043274,322.877411,333.20694,319.925293,2414849,BHARTIARTL
02-01-2015,334.033295,336.971466,332.380585,335.181,321.820587,2744362,BHARTIARTL
05-01-2015,336.282837,336.282837,326.504242,327.743774,314.67981,1575684,BHARTIARTL
06-01-2015,326.963318,326.963318,319.893341,325.172882,312.211456,3844762,BHARTIARTL
07-01-2015,323.152863,328.707855,321.821533,325.953308,312.960754,4809028,BHARTIARTL
08-01-2015,327.376495,333.252838,324.2547,331.600128,318.382477,6965837,BHARTIARTL
09-01-2015,332.839661,335.043274,324.989227,326.687866,313.665985,3761166,BHARTIARTL
12-01-2015,326.596039,326.596039,318.699707,320.398346,307.627197,2235013,BHARTIARTL
13-01-2015,321.270599,323.474243,316.128815,317.965179,305.291016,1574610,BHARTIARTL
14-01-2015,318.561981,319.709717,316.450165,317.506073,304.85022,3352274,BHARTIARTL
15-01-2015,317.781525,323.749695,315.210632,320.765625,307.979889,4874529,BHARTIARTL
16-01-2015,318.60788,323.198792,311.354279,314.797455,302.249634,9598945,BHARTIARTL
19-01-2015,315.761536,323.474243,313.925171,321.775604,308.949524,3322746,BHARTIARTL
20-01-2015,321.775604,327.789673,319.571991,325.861511,312.872559,2837762,BHARTIARTL
21-01-2015,325.953308,339.725983,325.494232,338.807831,325.302856,4959708,BHARTIARTL
22-01-2015,342.80188,343.352814,331.600128,339.725983,326.184448,2456719,BHARTIARTL
23-01-2015,342.434631,356.023651,341.562347,352.672302,338.614685,6153896,BHARTIARTL
27-01-2015,351.386871,362.68045,350.376862,361.945923,347.518677,5171460,BHARTIARTL
28-01-2015,361.486816,363.323181,341.195068,343.031433,329.358093,4407806,BHARTIARTL
29-01-2015,344.13324,349.366882,333.344666,345.051422,331.297546,7403177,BHARTIARTL
30-01-2015,349.642334,349.642334,336.19101,343.12326,329.446289,5309455,BHARTIARTL
02-02-2015,339.725983,342.80188,327.330597,329.901489,316.751556,4080638,BHARTIARTL
03-02-2015,330.681946,343.398712,330.636017,341.14917,327.550873,4164187,BHARTIARTL
04-02-2015,344.316895,346.428711,335.135101,338.761902,325.258759,5433026,BHARTIARTL
05-02-2015,339.725983,341.470551,330.590118,334.85965,321.512085,8107064,BHARTIARTL
06-02-2015,335.043274,339.725983,329.626038,338.119171,324.641663,3257831,BHARTIARTL
09-02-2015,335.135101,335.777832,324.346497,326.963318,313.930481,2974415,BHARTIARTL
10-02-2015,326.22876,332.19693,324.116974,327.009216,313.974579,6721098,BHARTIARTL
11-02-2015,327.743774,331.141022,319.526062,326.963318,313.930481,3425126,BHARTIARTL
