date,open,high,low,close,adj close,volume,Name
02-01-2017,80.800003,82.199997,80.466667,81.666664,73.96933,4854928,BHEL
03-01-2017,81.833336,84.166664,81.73333,83.199997,75.358139,7784323,BHEL
04-01-2017,83.366669,85.300003,83.366669,84.73333,76.746964,9654199,BHEL
05-01-2017,84.833336,85.699997,84.099998,85.300003,77.260216,6064410,BHEL
06-01-2017,84.933334,85.666664,84.066666,84.266663,76.324265,6331767,BHEL
09-01-2017,84.666664,85.633331,84,85.066666,77.048882,4324932,BHEL
10-01-2017,85.133331,86.133331,85.133331,85.5,77.441353,3881938,BHEL
11-01-2017,85.800003,86.533333,85.466667,85.766663,77.682892,6456862,BHEL
12-01-2017,86,86,84.099998,85.300003,77.260216,7792162,BHEL
13-01-2017,86.766663,86.900002,85.333336,85.833336,77.743286,9113337,BHEL
16-01-2017,86,86.099998,85.166664,85.666664,77.592316,4331106,BHEL
17-01-2017,86,86.333336,85.066666,85.300003,77.260216,2993143,BHEL
18-01-2017,85.699997,89.400002,85.5,88.266663,79.947266,17994367,BHEL
19-01-2017,88.933334,89.699997,87.766663,88.266663,79.947266,9107890,BHEL
20-01-2017,87.866669,88.633331,85.666664,86.033333,77.924423,4911199,BHEL
23-01-2017,85.933334,86.433334,84.666664,85.533333,77.471558,6029206,BHEL
24-01-2017,85.800003,88.266663,85.800003,87.833336,79.554764,11656417,BHEL
25-01-2017,88.300003,88.666664,86.566666,87.933334,79.645348,11634085,BHEL
27-01-2017,88.5,94.800003,88.5,93.066666,84.294846,24451939,BHEL
30-01-2017,92.666664,93.199997,91.633331,92,83.328705,6311967,BHEL
31-01-2017,92,94.066666,90.800003,91.366669,82.755066,10046563,BHEL
01-02-2017,91.800003,93.800003,90.466667,93.266663,84.475983,12535152,BHEL
02-02-2017,93.366669,94,91.800003,92.666664,83.932533,8017710,BHEL
03-02-2017,93.333336,95.300003,93,95.133331,86.166718,11166966,BHEL
06-02-2017,95.966667,97.066666,94.800003,96.033333,86.981888,12472383,BHEL
07-02-2017,96.800003,103.333336,93.533333,101.400002,91.842735,67639699,BHEL
08-02-2017,100.933334,104.766663,100,104.166664,94.34864,37705536,BHEL
09-02-2017,104.199997,105.900002,101.800003,104.800003,94.922264,18916219,BHEL
10-02-2017,105.066666,106.400002,104.23333,105.333336,95.405342,12803560,BHEL
13-02-2017,105.333336,105.333336,101.400002,103.433334,93.684418,7280893,BHEL
14-02-2017,103.266663,105.300003,102.466667,104.933334,95.53566,8442933,BHEL
15-02-2017,104.666664,104.666664,100.833336,101.400002,92.318756,8150257,BHEL
16-02-2017,101.333336,102.699997,99.099998,102.23333,93.077454,8534797,BHEL
17-02-2017,100,102.933334,99.699997,102.23333,93.077454,10324347,BHEL
20-02-2017,102,103.23333,101.400002,102.300003,93.138153,5166156,BHEL
21-02-2017,102.666664,104.466667,102.066666,103.066666,93.836159,5097706,BHEL
22-02-2017,103.933334,105.266663,102.599998,102.866669,93.654068,9082795,BHEL
23-02-2017,102.833336,103.833336,101.666664,102.300003,93.138153,13964640,BHEL
27-02-2017,102,103.266663,101.23333,101.866669,92.743629,4069939,BHEL
28-02-2017,101.533333,109.199997,101.533333,108.300003,98.6008,16553127,BHEL
01-03-2017,108.666664,109.533333,106.400002,106.833336,97.265488,11957178,BHEL
02-03-2017,108,109.5,105.099998,105.466667,96.021225,9601747,BHEL
03-03-2017,104.633331,106.933334,103.866669,105.433334,95.990868,9024568,BHEL
06-03-2017,105.766663,108.133331,105.666664,107.366669,97.75106,7208899,BHEL
07-03-2017,108,109.566666,106.300003,106.766663,97.204781,10594942,BHEL
08-03-2017,106.666664,107.166664,104.666664,105.5,96.051559,4652793,BHEL
09-03-2017,104.699997,106.433334,104.266663,105,95.596336,4180287,BHEL
10-03-2017,105.966667,106.933334,104.699997,105.400002,95.960526,5041179,BHEL
14-03-2017,108.633331,109.666664,106.73333,107.566666,97.933144,11881774,BHEL
15-03-2017,108,111.900002,107.599998,111.266663,101.301773,15997201,BHEL
16-03-2017,111.900002,112.933334,111.599998,112.566666,102.485344,8478933,BHEL
17-03-2017,113.266663,114.5,110.666664,112.433334,102.36396,13448142,BHEL
20-03-2017,112.400002,114.433334,111.833336,113.933334,103.72963,8631736,BHEL
21-03-2017,114.333336,114.73333,112.199997,112.633331,102.546051,7534485,BHEL
22-03-2017,111.5,111.699997,109.766663,110.566666,100.664467,6809808,BHEL
23-03-2017,111,112.566666,109.866669,111.966667,101.939087,6659070,BHEL
24-03-2017,112,113.166664,111.033333,111.366669,101.39283,4962666,BHEL
27-03-2017,111.366669,112.866669,110.433334,112,101.969437,8456554,BHEL
28-03-2017,111.900002,113.266663,111.766663,112.366669,102.303268,4998507,BHEL
29-03-2017,112.466667,113.633331,111.333336,111.900002,101.87838,6558873,BHEL
30-03-2017,112.133331,112.433334,109.199997,109.633331,99.814735,23046645,BHEL
31-03-2017,109.333336,110.633331,108.266663,108.566666,98.84359,6990559,BHEL
03-04-2017,109,111.866669,108.833336,111.300003,101.332123,5909323,BHEL
05-04-2017,111.699997,114.599998,110.333336,114.166664,103.942055,8307175,BHEL
06-04-2017,114.099998,119.966667,113.73333,119.400002,108.706703,26907577,BHEL
07-04-2017,119.300003,120.533333,116.066666,116.533333,106.096771,12116586,BHEL
10-04-2017,116.599998,118.433334,115.699997,116.466667,106.036064,7452910,BHEL
11-04-2017,116.266663,118.933334,116.033333,117.633331,107.098251,6743887,BHEL
12-04-2017,117.633331,118.5,114.699997,116.599998,106.157463,5271327,BHEL
13-04-2017,116.599998,117.800003,115.133331,115.533333,105.186325,4926940,BHEL
17-04-2017,115.23333,116.533333,114.73333,115.133331,104.822144,3478483,BHEL
18-04-2017,115.933334,118.833336,112.800003,113.166664,103.031616,11183388,BHEL
19-04-2017,114,116.533333,111.73333,116.033333,105.641556,7397221,BHEL
20-04-2017,116.333336,117.933334,115.73333,116.266663,105.853973,5183182,BHEL
21-04-2017,116.699997,118.5,114.866669,116.800003,106.339561,7536420,BHEL
24-04-2017,117.066666,118.599998,117,117.466667,106.946518,5157666,BHEL
25-04-2017,118,121.833336,117.400002,118.599998,107.978348,18478690,BHEL
26-04-2017,119.566666,119.966667,115.599998,117.366669,106.855461,7330224,BHEL
27-04-2017,117.099998,118.533333,116.066666,117.466667,106.946518,7126728,BHEL
28-04-2017,117.666664,118.533333,116.266663,117.133331,106.643036,6140073,BHEL
02-05-2017,117.766663,118.333336,116.099998,117,106.521652,3847897,BHEL
03-05-2017,117.599998,118.266663,115.400002,115.866669,105.489799,4945317,BHEL
04-05-2017,116.666664,117.199997,114.966667,116.433334,106.00573,4091970,BHEL
05-05-2017,116.566666,116.966667,114.266663,115.199997,104.882835,5883588,BHEL
08-05-2017,115.199997,118.133331,113.900002,117.099998,106.612679,6013983,BHEL
09-05-2017,117.333336,118.933334,117,117.900002,107.341042,6193525,BHEL
10-05-2017,118.066666,119.333336,117.23333,118.066666,107.492775,6913107,BHEL
11-05-2017,118.333336,118.966667,115.833336,116.099998,105.70224,7419835,BHEL
12-05-2017,116.199997,116.533333,113.599998,113.933334,103.72963,6028240,BHEL
15-05-2017,114.300003,115.900002,114.166664,114.5,104.245537,5625054,BHEL
16-05-2017,114.633331,114.73333,112.333336,113.633331,103.45649,11055541,BHEL
17-05-2017,113.766663,115.333336,113.333336,113.73333,103.547531,5178474,BHEL
18-05-2017,112.866669,113.266663,109,109.599998,99.78437,5943534,BHEL
19-05-2017,111.199997,112,108.066666,109.366669,99.571945,6579072,BHEL
22-05-2017,110.199997,110.833336,107.033333,107.566666,97.933144,4803766,BHEL
23-05-2017,107.900002,107.933334,103.066666,103.933334,94.625214,7575574,BHEL
24-05-2017,104.133331,105.133331,99.066666,99.933334,90.983444,8309751,BHEL
25-05-2017,100.900002,102.400002,99.766663,101.366669,92.288406,7772850,BHEL
26-05-2017,101.933334,107.23333,101.433334,105.633331,96.172951,17286951,BHEL
29-05-2017,106.533333,106.933334,101.866669,102.23333,93.077454,14966164,BHEL
30-05-2017,98,98.333336,89.066666,93.599998,85.217308,44568508,BHEL
31-05-2017,93.466667,94.666664,91.766663,92.133331,83.881996,13385181,BHEL
01-06-2017,92.133331,93.033333,91.133331,92.333336,84.064087,10159063,BHEL
02-06-2017,93.066666,94.966667,92.266663,93.666664,85.278008,11196010,BHEL
05-06-2017,94.099998,94.599998,92.699997,93.23333,84.883492,4861965,BHEL
06-06-2017,93.199997,93.666664,92.033333,92.466667,84.185471,8853085,BHEL
07-06-2017,92.599998,93.199997,91.099998,91.533333,83.335732,5422536,BHEL
08-06-2017,92,92.866669,91.666664,92.333336,84.064087,5623272,BHEL
09-06-2017,92.133331,93.133331,91.866669,92.5,84.215828,4851813,BHEL
12-06-2017,91.333336,93.5,91.099998,92.699997,84.397919,9124711,BHEL
13-06-2017,92.966667,94.133331,92.833336,93.5,85.126266,7157097,BHEL
14-06-2017,93.333336,93.699997,91.699997,92.300003,84.033745,5666733,BHEL
15-06-2017,92.166664,93.699997,91.599998,92.73333,84.428253,4776921,BHEL
